LOCATION;FACILITY;LOT;PRODUCT;BASIC_TYPE;ROUTE;EQUIPMENT;OPER;SUMO STEP;SUMO SEQ;SPS/EPA;TIME;TRANSCODE;PARAMETER_NAME;WAFER_NR;MEAS_ORDER;READING;VALUE;VALUE_NUM;SPEC_LOW;SPEC_HIGH;LOW_SCRAP;HIGH_SCRAP;TARGET
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_ALIGN;20;7;1;0;0;;2;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWX;20;7;1;34,384;34,384;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWXY;20;7;1;153,01;153,01;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWY;20;7;1;153,01;153,01;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_ALIGN;21;8;1;0;0;;2;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWX;21;8;1;-11,412;-11,412;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWXY;21;8;1;150,762;150,762;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWY;21;8;1;150,762;150,762;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_ALIGN;22;9;1;0;0;;2;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWX;22;9;1;4,571;4,571;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWXY;22;9;1;150,223;150,223;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWY;22;9;1;150,223;150,223;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_ALIGN;23;10;1;0;0;;2;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWX;23;10;1;49,78;49,78;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWXY;23;10;1;128,326;128,326;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWY;23;10;1;128,326;128,326;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_ALIGN;24;11;1;0;0;;2;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWX;24;11;1;10,436;10,436;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWXY;24;11;1;130,089;130,089;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWY;24;11;1;130,089;130,089;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_ALIGN;25;12;1;0;0;;2;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWX;25;12;1;-5,45;-5,45;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWXY;25;12;1;141,037;141,037;;;;;;;;
IFDD;RSBED;ZF939096.02;69052804;L8400K;SM7P9602;MESP15-05;4051;;;MSGZZZ009_A;18.02.2021 02:54:04;ADC;G1_S0_BOWY;25;12;1;141,037;141,037;;;;;;;;
